"brands","company","product","price","brief","newest time","oldest time","if Kontakt"
"Sugar Bytes","Sugar Bytes","Unique","$98.25","Unique Vowel Synthesizer","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Thesys","$98.25","Powerful sequencer with internal synth engine","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Consequence","$118.10","Superior arpeggiator with its own sound engine","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Egoist","$98.25","The perfect sketchpad in the studio","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Guitarist","$118.10","Realistic guitar rhythm parts","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Turnado","$118.10","Flexible multi-effect tool","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","WOW2","$98.25","Creative Multi-Filterbox","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Effectrix","$118.10","Professional multi-effect sequencer","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Looperator","$118.10","16-Step Sample Slicer","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Obscurium","$98.25","Avantgarde Sound Design Tool","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Factory","$137.95","Poly Synth with Mod-Matrix and Sequencers","no reviews","no reviews","0"
"Sugar Bytes","Sugar Bytes","Artillery 2","$118.10","Multi-Effect with definable keyboard zones","no reviews","no reviews","0"
"In Session Audio","In Session Audio","Shimmer Shake Strike","$99.00","Essential Collection of Percussion Instruments","no reviews","no reviews","1"
"In Session Audio","In Session Audio","Shimmer Shake Strike Extended","$99.00","Tambourines, shakers and small hand percussion","no reviews","no reviews","1"
"In Session Audio","In Session Audio","Riff Generation","$159.00","Complex and surprising Riff Generator","no reviews","no reviews","1"
"In Session Audio","In Session Audio","Fluid Harmonics","$139.00","Richly layered melodic pattern creator","no reviews","no reviews","1"
"In Session Audio","In Session Audio","Fluid Strike: Tuned Percussion","$159.00","Melodic percussive pattern designer","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Super Audio Cart PC","$79.00","Most complete set of retro computer samples","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Bansuri","$79.00","An ancient, legendary flute from India","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Straight Ahead Jazz Horns","$179.00","The ultimate virtual horn and sax band!","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","DJANGO - Gypsy Jazz Guitar","$99.00","Tribute to the Legendary Musical Style of Django Reinhardt","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","DJANGO - Gypsy Jazz Guitar - LEAD","$99.00","2 virtual Gypsy Jazz LEAD Guitars","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","DJANGO - Gypsy Jazz Guitar - RHYTHM","$79.00","Virtual Gypsy Jazz Rhythm Guitar","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Shakuhachi","$69.00","The deepest Shakuhachi ever released","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Super Audio Cart","$119.00","Complete Set of Classic Video Game Samples","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Turkish Oud","$69.00","Realistic and detailed virtual Oud instrument","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Rhapsody Orchestral Percussion","$99.00","Collection of traditional & extended percussive instruments","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Celestia","$89.00","Atmospheric, ethereal, haunting and evocative instruments","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Rhapsody Orchestral Colors","$69.00","All-in-one Symphonic Library","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Vocalisa","$79.00","Slavic Women's Choir","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Shreddage II","$139.00","Ultimate Rock and Metal Electric Guitar","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Shreddage II IBZ","$99.00","Ultra Aggressive Sound of a 7-string Heavy Metal Guitar","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Shreddage Bass 2","$75.00","Badass six-string based on a custom-made Muckelroy","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Shreddage Drums","$69.00","Ultimate Rock & Metal Drum instrument","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Bravura","$149.00","Collection of Scoring Brass Instruments","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Juggernaut","$79.00","Virtual Instrument for Electronic Sound Design","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Momentum","$129.00","Percussive Sound Design Library","no reviews","no reviews","1"
"Impact Soundworks","Impact Soundworks","Koron","$139.00","Collection of 10 traditional Iranian instruments","no reviews","no reviews","1"
"Modartt","Modartt","Pianoteq 6 Stage","$129.00","Physically modelled Piano for musicians on a budget","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq 6 Standard","$319.00","Powerful tools for sound shaping and recording","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq 6 Studio Bundle","$693.71","Pianoteq PRO + all instrument packs","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq 6 Pro","$519.00","Physically modelled virtual instrument","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq 6 Pro Upgrade","$390.00","Upgrade to Pianoteq PRO 6","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq 6 Standard Upgrade","$190.00","Upgrade from Pianoteq Stage to Pianoteq Standard","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Celeste","$59.00","Pianoteq AddOn including Celesta, Glockenspiel and Toy Piano","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Blüthner Model One","$59.00","World's first physical Model of Blüthner's Grand Piano","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Concert Harp","$59.00","Physically modelled after a Salvi Concert Grand Harp","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq D4 Grand Piano","$59.00","A virtual copy of a Steinway D from Hamburg","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Electric Pianos","$59.00","Famous Electro-acoustic Pianos from the Seventies","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Grotrian","$59.00","Physically modelled Instrument authorized by Grotrian","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Harpsichord","$59.00","Superb virtual Instrument with authentic Sound and Response","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Hohner Collection","$49.00","Four famous Keyboard Instruments authorized by Hohner","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq K2 Grand Piano","$59.00","Grand Piano developed especially for Pianoteq 6","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Kremsegg Collection 1","$59.00","Historical Piano Collection","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Kremsegg Collection 2","$59.00","4 exceptional Instruments from the 18th and 19th Centuries","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Steelpans","$49.00","Steel Drum, Spacedrum, Hand Pan & Tank Drum","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Model B","$59.00","Modelled after a Steinway B Grand Piano from Hamburg","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Vibes","$49.00","Two virtual Vibraphones for Pianoteq 6","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq Xylo","$49.00","Xylophone and Bass Marimba AddOn for Pianoteq 6","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq U4 Upright Piano","$59.00","Upright Piano AddOn for Pianoteq 6","no reviews","no reviews","0"
"Modartt","Modartt","Pianoteq YC5 Rock Piano","$59.00","Rock Piano AddOn for Pianoteq 6","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Virtual Drummer SOLID","$39.20","A virtual Gold-standard Drummer that follows your Direction","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Virtual Drummer HEAVY","$39.20","A virtual Rock Drummer with real Drum Performances","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Virtual Drummer PHAT","$39.20","A virtual Urban Drummer that follows your Direction","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Bundle THREE","$287.81","Three Virtual Guitarists of your choice","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Bundle TWO","$217.34","Two virtual Guitarists of your choice","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Silk","$128.02","Classy Nylon Guitar Finger Picking","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Virtual Guitarist Bundle","$332.47","A team of virtual guitar heroes at your fingertips","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Iron","$128.02","Powerful distorted chords and interval riffs","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Sparkle","$128.02","Clean to crunchy Pop Guitar","no reviews","no reviews","0"
"Virtual Guitarist","Virtual Guitarist","Amber","$128.02","Warm and shiny Steel-string Acoustic Guitar","no reviews","no reviews","0"
"Acousticsamples","Acousticsamples","B-5 Organ","$76.30","Ultra realistic virtual B5 Organ","no reviews","no reviews","0"
"Acousticsamples","Acousticsamples","Clavi D9","$69.30","Based on the well known Clavinet D6 by Hohner","no reviews","no reviews","0"
"Acousticsamples","Acousticsamples","UKU","$55.30","Deeply sampled Kala Mahogany Concert Ukulele","no reviews","no reviews","0"
"Acousticsamples","Acousticsamples","AS Piano Collection","$174.30","5 great Piano instruments from Acoustic Samples","no reviews","no reviews","0"
"Acousticsamples","Acousticsamples","AS Bass Collection","$139.30","6 realistic basses by Acoustic Samples","no reviews","no reviews","0"
"Acousticsamples","Acousticsamples","AS Drums Collection","$111.30","7 deep-sampled Drum Kits in one collection","no reviews","no reviews","0"
"Gospelmusicians","Gospelmusicians","Neo Soul Keys Studio","$99.00","Realistic, organic and warm sounding Electric Pianos","no reviews","no reviews","0"
"Gospelmusicians","Gospelmusicians","TGX-85","$137.95","Yamaha SY-85/TG-500 Virtual Sample Library","no reviews","no reviews","0"
"Gospelmusicians","Gospelmusicians","Pure Synth Platinum","$217.34","Software based Rompler and Synthesis Library","no reviews","no reviews","0"
"Gospelmusicians","Gospelmusicians","FM TiNES","$88.33","Extensive FM Electric Piano Library","no reviews","no reviews","0"
"Gospelmusicians","Gospelmusicians","Pure Sine Urban Synth","$108.18","The cornerstone for every synth bass sound as one plugin","no reviews","no reviews","0"
"Gospelmusicians","Gospelmusicians","Talkbox Jr.","$58.55","The classic talkbox sound - Feat. Byron Chambers!","no reviews","no reviews","0"
"V3 SOUND","V3 SOUND","Grand Piano 3G Sound-Modul","$386.06","The portable Piano Expander","2017","2017","no requirement"
"Hornberg Research","Hornberg Research","hb1 Midi Breath Station","$881.28","Breath Controller for LIVE and STUDIO performance","no reviews","no reviews","no requirement"
"Softube","Softube","Tube-Tech CL 1B","$131.99","Emulation of the famous CL 1B compressor","no reviews","no reviews","0"
"Softube","Softube","Volume 1 One Year License","$199.00","One Year License for 16 world-class plug-ins","no reviews","no reviews","0"
"Softube","Softube","Volume 1 Unlimited","$299.00","Software-Bundle including 16 world-class plug-ins","no reviews","no reviews","0"
"Softube","Softube","Time and Tone Plus","$99.00","Exclusive Bundle for Time and Tone Owners","no reviews","no reviews","0"
"Softube","Softube","Modular","$61.53","Revolutionary virtual modular Synthesizer","2016","2016","0"
"Softube","Softube","British Class A Expansion","$157.80","Channel Emulation for Softube Console 1","no reviews","no reviews","0"
"Softube","Softube","Drawmer 1973","$133.98","Three Band FET compressor","no reviews","no reviews","0"
"Softube","Softube","Drawmer S73","$53.59","Multi-Band Compression For Your Mix","no reviews","no reviews","0"
"Softube","Softube","Fix Flanger and Doubler","$88.33","The Legacy Sound of Classic Flanging and Vocal Doubling","no reviews","no reviews","0"
"Softube","Softube","Transient Shaper","$43.67","Highly versatile transient shaping tool","no reviews","no reviews","0"
"Softube","Softube","Mutronics Mutator","$75.43","Create Mind Boggling Filter Sweep Effects","no reviews","no reviews","0"
"Softube","Softube","SSL XL9000K","$177.65","Solid State Logic XL 9000 K Extension for Console 1","no reviews","no reviews","0"
"Softube","Softube","Summit Grand Channel","$197.49","Two legendary studio standards for your DAW!","2015","2015","0"
"Softube","Softube","Tube-Tech Classic Channel","$196.50","Interesting Analog Bundle with great effects!","no reviews","no reviews","0"
"Softube","Softube","Amp Room Bundle","$299.00","3 Amp Room Softube products","no reviews","no reviews","0"
"Softube","Softube","Vintage Amp Room","$107.18","Emulates three great guitar amps, mics & room!","no reviews","no reviews","0"
"Softube","Softube","Fix Phaser","$75.43","Lush vintage phasing sound in a modern plugin package","no reviews","no reviews","0"
"Softube","Softube","4ms Pingable Envelope Generator (PEG)","$22.83","Two-channel pingable envelope generator","no reviews","no reviews","0"
"Softube","Softube","Buchla 259e","$75.43","Software version of the Buchla 259e","no reviews","no reviews","0"
"Softube","Softube","Doepfer A-101-2 Vactrol LPG","$25.80","Combined Lowpass and VCA Modul for Softube Modular","no reviews","no reviews","0"
"Softube","Softube","Intellijel Korgasmatron","$29.77","Dual six mode filter with Xfade for Softube Modular","no reviews","no reviews","0"
"Softube","Softube","Intellijel uFold II","$18.86","Wavefolding madness ahead","no reviews","no reviews","0"
"Softube","Softube","Intellijel Rubicon","$29.77","Thru-zero filter modulation masterpiece for Modular","no reviews","no reviews","0"
"Softube","Softube","Abbey Road Studios Brilliance Pack","$88.33","highly specialized Equalizer tool","no reviews","no reviews","0"
"Softube","Softube","Studio Collection","$376.13","12 superb studio effects for their projects","no reviews","no reviews","0"
"Softube","Softube","Tube-Tech PE 1C","$87.33","The virtual copy an exact copy! Legendary sound!","no reviews","no reviews","0"
